CONTESTO,FRASE,REF,ORIGINALE,TRADUZIONE AUTOMATICA DEEPL,REF,ACCORDO,,,,,https://github.com/amazon-science/machine-translation-gender-eval/blob/main/data/context/geneval-context-wikiprofessions-2to1-dev.en_de.en#L3
While there he became a friend of the great Italian poet Torquato Tasso. <sep> ,Guidobaldo then served as a soldier in the ensuing conflict in Hungary between the Habsburg Empire and the Ottoman Empire.,M,Guidobaldo diente dann als Soldat in dem sich entwickelnden Konflikt in Ungarn zwischen dem Habsburger Reich und dem Osmanischen Reich.,Guidobaldo diente dann als Soldat in dem darauf folgenden Konflikt in Ungarn zwischen dem Habsburger Reich und dem Osmanischen Reich.,M,Y,,,,,
"A few days later, the child is kidnapped by Gort and Hiller is also captured: both are taken to a derelict house where he encounters Salto (Hope). <sep> ",It transpires that Hiller is a computer programmer who Salto had bribed to obtain details of the security system at a bank near Heathrow Airport.,M,"Es stellt sich heraus, dass Hiller ein Computer-Programmierer ist, den Salto bestochen hatte, um Einzelheiten über das Sicherheitssystem einer Bank in der Nähe des Flughafens Heathrow zu erhalten.","Es stellt sich heraus, dass Hiller ein Computerprogrammierer ist, den Salto bestochen hatte, um Einzelheiten über das Sicherheitssystem einer Bank in der Nähe des Flughafens Heathrow zu erhalten.",M,Y,,,,,
"Approximately 40,000 men served with the division between 1940 and 1946. <sep> ",The following officers served as commanding officer of the 7th Division:,M,Die folgenden Offiziere dienten als befehlshabende Offiziere der 7. Division:,Die folgenden Offiziere dienten als Befehlshaber der 7. Division:,M,Y,,,,,
"After four years competing in the major single-seater categories in Europe (2001–2005), and having proved himself driving for the low budget team Interwetten.com in World Series by Renault during its 2005 season, Rees was awarded a test in the renowned Italian dream Draco Racing in the winter of that same year. <sep> ","The test opened new doors for the Brazilian driver, and 2006 was a promising year.",M,"Das Proberennen öffnete dem brasilianischen Fahrer neue Türen, und 2006 war ein vielversprechendes Jahr.","Der Test öffnete dem brasilianischen Fahrer neue Türen, und 2006 war ein vielversprechendes Jahr.",M,Y,,,,,
"Guggenheim Foundation selected Frank Gehry as the architect, and its director, Thomas Krens, encouraged him to design something daring and innovative. <sep> ",The curves on the exterior of the building were intended to appear random; the architect said that the randomness of the curves are designed to catch the light.,M,Die Kurven an der Außenfassade des Gebäudes sollten zufällig wirken. Laut dem Architekten soll durch die Zufälligkeit der Kurven das Licht eingefangen werden.,"Die Kurven an der Außenseite des Gebäudes sollten zufällig erscheinen; der Architekt sagte, dass die Zufälligkeit der Kurven das Licht einfangen soll.",M,Y,,,,,
"The Penguin underwent change for the series; his appearance was remodeled after the version seen in Batman Returns, which was in production simultaneously with the series' first season. <sep> ","Freeze, who was changed from a gimmicky mad scientist to a tragic figure whose frigid exterior [hid] a doomed love and vindictive fury.",M,"Freeze, der sich von einem gimmickhaften verrückten Wissenschaftler zu einer tragischen Figur wandelte, hinter deren frostigem Äußeren sich eine verhängnisvolle Liebe und ein rachsüchtiger Zorn verbargen.","Freeze, der sich von einem verrückten Wissenschaftler in eine tragische Figur verwandelte, hinter deren frostigem Äußeren sich eine verhängnisvolle Liebe und rachsüchtige Wut verbarg.",M,Y,,,,,
"Mavety returned to Kingston in 1997 to become the head coach once again, and stayed in that position until midway through the 2002–03 season when he stepped down to focus on his general manager duties. <sep> ",Mavety remained as the general manager until the end of the 2010–11 season.,M,Mavety blieb bis zum Ende der Saison 2010/11 der General Manager.,Mavety blieb bis zum Ende der Saison 2010/11 als General Manager.,M,Y,,,,,
He is portrayed in the live dramas by Tori Matsuzaka. <sep> ,"Heiji Hattori was inspired by the fictional Inspector Hattori, from Shunsaku Kudo stories.",M,Heiji Hattori wurde von dem fiktionalen Inspektor Hattori aus den Shunsaku-Kudo-Geschichten inspiriert.,Heiji Hattori wurde von dem fiktiven Inspektor Hattori aus den Geschichten von Shunsaku Kudo inspiriert.,M,Y,,,,,
His mother was Russian. <sep> ,"During World War I, Zoshchenko served in the army as a field officer, was wounded in action several times, and was heavily decorated.",M,Während des Ersten Weltkriegs diente Zoshchenko in der Armee als Feldoffizier und wurde mehrfach im Dienst verwundet und war hoch dekoriert.,"Während des Ersten Weltkriegs diente Zoshchenko in der Armee als Feldoffizier, wurde mehrfach verwundet und erhielt hohe Auszeichnungen.",M,Y,,,,,
"In 1988, he was appointed manager of Huddersfield Town and remained there until 1992. <sep> ",Hand began working with the FAI in 1999 as a career guidance officer.,M,"Hand begann 1999, als Karrierecoach für die FAI zu arbeiten.",Hand arbeitet seit 1999 für die FAI als Berufsberater.,M,Y,,,,,
Watson was frustrated by the number of children who committed a petty crime and faced him in his courtroom. <sep> ,"As a law official, the sheriff arrested the vagrant children and enrolled them in school.",M,Als Gesetzeshüter verhaftete der Vollzugsbeamte die vagabundierenden Kinder und meldete sie in der Schule an.,Als Justizbeamter nahm der Sheriff vagabundierende Kinder fest und meldete sie in der Schule an.,M,Y,,,,,
"In 1836, he became a surgeon in the marine brigade which took part in the Carlist War, gaining distinction through his services. <sep> ",Alcock was made deputy inspector-general of hospitals.,M,Alcock wurde zum stellvertretenden Generalinspekteur der Krankenhäuser ernannt.,Alcock wurde zum stellvertretenden Generalinspekteur der Krankenhäuser ernannt.,M,Y,,,,,
"Grote went on to accept a faculty position as an associate professor of chemistry at his alma mater in 1931, and eventually moved on to professor of chemistry in 1941. <sep> ","From 1941 to 1972 Grote also served as scientific advisor for the Chattanooga Medicine Company, later to be called Chattem Co.",M,"Von 1941 bis 1972 diente Grote auch als wissenschaftlicher Berater der Chattanooga Medicine Company, der späteren Chattem Co.","Von 1941 bis 1972 war Grote auch wissenschaftlicher Berater der Chattanooga Medicine Company, die später in Chattem Co. umbenannt wurde.",M,Y,,,,,
"Mangold's work challenges the typical connotations of what a painting is or could be, and his works often appear as objects rather than images. <sep> ",Elements refer often to architectural elements or have the feeling of an architect's hands.,M,Elemente beziehen sich oft auf architektonische Elemente oder vermitteln das Gefühl der Hände eines Architekten.,"Elemente beziehen sich oft auf architektonische Elemente oder haben das Gefühl, dass ein Architekt die Hände im Spiel hat.",M,Y,,,,,
"Fernow's observation and works like Report on the Forests of North America (Charles S. Sargent, 1884) showed him the need for proper forest management in the U.S., and he lectured on the subject. <sep> ",Fernow became chief of the USDA's Division of Forestry in 1886.,M,Fernow wurde 1886 Leiter der Abteilung der Abteilung für Forstwirtschaft der USDA.,Fernow wurde 1886 Leiter der Abteilung für Forstwirtschaft des USDA.,M,Y,,,,,
"With the emperor's approval, Prime Minister Hideki Tōjō and Navy Minister Shigetarō Shimada removed Nagano from his post and replaced him. <sep> ",Nagano spent the remainder of the war as an advisor to the government.,M,Nagano war für die restliche Zeit des Krieges als Berater der Regierung tätig.,Den Rest des Krieges verbrachte Nagano als Berater der Regierung.,M,Y,,,,,
While working at Borgward Focke set up a wind tunnel in a disused hangar in central Bremen; this wind tunnel was rediscovered in 1997 and is today the centerpiece of a museum devoted to him. <sep> ,"After Borgward collapsed in 1961, Focke became a consulting engineer with Vereinigte Flugtechnische Werke of Bremen and Deutsche Forschungsanstalt für Luft-und Raumfahrt.",M,Nachdem Borgward 1961 zusammenbrach wurde Focke beratender Ingenieur bei den Vereinigten Flugtechnischen Werken von Bremen und der Deutschen Forschungsanstalt für Luft- und Raumfahrt.,Nach dem Zusammenbruch von Borgward im Jahr 1961 wurde Focke beratender Ingenieur bei den Vereinigten Flugtechnischen Werken in Bremen und der Deutschen Forschungsanstalt für Luft- und Raumfahrt.,M,Y,,,,,
"He was born in Rimouski, Quebec, the son of Francois Parent and Adelaide Tremblay, and came to Manitoba with his family in 1876 by way of Woonsocket, Rhode Island. <sep> ","Parent was a farmer, grain dealer and financial agent.",M,"Parent war Farmer, Getreidehändler und Finanzmakler.","Seine Eltern waren Landwirte, Getreidehändler und Finanzmakler.",M,Y,,,,,
"At the end of the 2015–16 season, Barrowman confirmed his retirement from football. <sep> ","After retiring at the end of the 2015–16 season, Barrowman became Scottish brand manager for sportswear firm Joma at the beginning of 2017.",M,"Nachdem er nach der Saison 2015-2016 in den Ruhestand ging, wurde Barrowman Anfang 2017 Markenmanager für den Sportartikelhersteller Joma.","Nachdem er am Ende der Saison 2015/16 in den Ruhestand getreten war, wurde Barrowman Anfang 2017 schottischer Markenmanager für das Sportbekleidungsunternehmen Joma.",M,Y,,,,,
"Then D. D. Ivanenko studied at Kharkiv University, from which in 1923 he was transferred to Petrograd University. <sep> ","After graduating the university, from 1927 to 1930 D. Ivanenko was a scholarship student and then a research scientist at the Physical Mathematical Institute of Academy of Sciences of USSR.",M,"Nach dem Abschluss an der Universität, war Ivanenko von 1927 bis 1930 Stipendiat und dann Forscher am Physikalisch-Mathematischen Institut der Wissenschaftsakademie der UdSSR.",Nach seinem Universitätsabschluss war D. Iwanenko von 1927 bis 1930 Stipendiat und anschließend Forscher am Physikalisch-Mathematischen Institut der Akademie der Wissenschaften der UdSSR.,M,Y,,,,,
Davies admits that this was a bit of a lame idea and decided that Jack never looked better than when he was in his World War II outfit. <sep> ,"From the pilot of Torchwood onwards, Harkness once again wears period military clothes from the second World War, including braces and an officer's wool greatcoat in every appearance.",M,"Ab dem Pilotfilm von Torchwood trägt Harkness wieder die Militärkleidung des Zweiten Weltkriegs, einschließlich Hosenträger und einen Wollmantel für Offiziere, bei jedem Auftritt.","Ab der Pilotfolge von Torchwood trägt Harkness wieder die Militärkleidung des Zweiten Weltkriegs, darunter Hosenträger und einen Wollmantel eines Offiziers, der bei jedem Auftritt getragen wird.",M,Y,,,,,
Beckman shared his expertise in glass-blowing by teaching classes in the machine shop. <sep> ,Beckman dealt first-hand with the chemists' need for good instrumentation as manager of the chemistry department's instrument shop.,M,"Als Leiter der Instrumentenwerkstatt des Fachbereichs Chemie erfuhr Beckmann aus erster Hand, wie wichtig den Chemikern eine gute Instrumentierung ist.",Beckman hatte als Leiter der Instrumentenwerkstatt der Chemieabteilung aus erster Hand mit dem Bedarf der Chemiker an guten Instrumenten zu tun.,M,Y,,,,,
"Halpin was promoted to second mate of Salem, a wool clipper on the Australia run, before he transferred over from sail to steam ships. <sep> ",Halpin believed steam was the future of shipping and became first officer in Khersonese.,M,"Halpin glaubte, dass Dampfantriebe die Zukunft der Schifferei waren und wurde der erste Offizier in Khersonese.",Halpin glaubte an die Zukunft der Schifffahrt durch Dampf und wurde Erster Offizier in Chersonese.,M,Y,,,,,
