CONTESTO,FRASE,REF,ORIGINALE,TRADUZIONE AUTOMATICA GT,REF2,ACCORDO,,DATASET ORIGINALI
"Continuing to throw after the 1980 Olympics, she set the masters world record in the W35 division that has stood since 1980. <sep> ",Melnik graduated from the Moscow State University of Medicine and Dentistry and later worked as a dentist and athletics coach in Moscow.,F,Melnik machte einen Abschluss an der Staatlichen Universität Moskau für Medizin und Zahnmedizin und arbeitete später als Zahnärztin und Leichtathletiktrainerin in Moskau.,Melnik absolvierte die Moskauer Staatliche Universität für Medizin und Zahnmedizin und arbeitete später als Zahnarzt und Leichtathletiktrainer in Moskau.,M,N,,
"On May 10, 2015, Zubiri married her longtime boyfriend Andy Smith in New Manila, Quezon City. <sep> ","After a few sexy flicks, Zubiri became a GMA Network artist, appearing as a regular cast in Bubble Gang, a sketch comedy television program.",F,"Nach einigen Erotikfilmen kam Zubiri als Künstlerin bei GMA Network unter Vertrag und trat regelmäßig in Bubble Gang, einer Sketch-Comedy-Sendung, auf.","Nach ein paar sexy Filmen wurde Zubiri ein GMA Network-Künstler und trat als feste Besetzung in Bubble Gang auf, einer Sketch-Comedy-Fernsehsendung.",M,N,,
The evidence is never considered as the doctor's nurse interrupts the conversation to tell her employer that she must visit her sick father. <sep> ,"The nurse drives through a rainy night, meeting a military tank on the road that is apparently hunting foxes.",F,"Die Krankenschwester fährt durch eine verregnete Nacht und trifft auf der Straße auf einen Militärpanzer, der anscheinend Füchse jagt.","Die Krankenschwester fährt durch eine regnerische Nacht und trifft auf der Straße auf einen Militärpanzer, der offenbar Füchse jagt.",F,Y,,
"Charmed were three girls in their mid-twenties:Oddrun Valestrand, Lise Monica Nygård, and Hanne Kristine Haugsand. <sep> ",Valestrand is a dancer and an all-round performer.,F,Valestrand ist Tänzerin und Allrounderin.,Valestrand ist Tänzer und Allround-Performer.,M,N,,
"She marketed the book among family and friends and sent a copy to her publisher who made numerous cuts in both text and illustrations for the trade edition, chiefly among the tale's many nursery rhymes. <sep> ",Both were published in deluxe editions bound in a flowered chintz of scattered pansies the author selected.,F,"Beide wurde in Form von luxuriösen Ausgaben mit geblümten Chintz aus einzelnen Stiefmütterchen, die die Autorin ausgewählt hatte, veröffentlicht.","Beide wurden in Luxusausgaben veröffentlicht, die in einen geblümten Chintz aus verstreuten Stiefmütterchen gebunden waren, den der Autor ausgewählt hatte.",M,N,,
"When she took a photography course, she became obsessed once more, and graduated with a photography major. <sep> ",Sigismondi started a career as a fashion photographer.,F,Sigismondi begann eine Karriere als Modefotografin.,Sigismondi begann eine Karriere als Modefotograf.,M,N,,
"After scouring the plates in the scullery, she would leave them on racks to dry. <sep> ","The duties of the scullery-maid are to assist the cook; to keep the scullery clean, and all the metallic as well as earthenware kitchen utensils.",F,"Die Aufgaben des Küchenmagd bestehen darin, dem Koch zu helfen, die Küche sauber zu halten und alle metallischen und irdenen Küchenutensilien zu pflegen.","Die Aufgaben des Küchenmädchens bestehen darin, dem Koch zu helfen; um die Spülküche und alle Küchenutensilien aus Metall und Steingut sauber zu halten.",Neut,Y,,
Her body was moved to Paris. <sep> ,The local dancers began leaving their worn pointe shoes on the Montmartre grave as a tribute and thanks to the first pointe dancer.,F,"Die ortsansässigen Tänzer hinterließen ihre alten Spitzenschuhe am Grab auf dem Montmartre Friedhof, um der ersten Spitzentänzerin Tribut und Dank zu zollen.","Die lokalen Tänzer begannen, ihre getragenen Spitzenschuhe als Hommage und Dank an die erste Spitzentänzerin auf dem Grab von Montmartre zu hinterlassen.",F,Y,,
"In both letters she quotes from such classical figures as Aristotle and Tacitus, and she draws from various Greek and Roman myths. <sep> ","Speght's was the first of three responses to Swetnam's tract, and was the only one published under the author's actual name.",F,"Speghts Reaktion war die erste von drei auf Swetnams Abhandlung und dabei die einzige, die unter dem tatsächlichen Namen der Autorin veröffentlicht wurde.","Speghts war die erste von drei Antworten auf Swetnams Traktat und die einzige, die unter dem tatsächlichen Namen des Autors veröffentlicht wurde.",M,N,,
In 2008 she won the Astrid Lindgren Memorial Award which is administered by the Swedish Arts Council. <sep> ,The book contains many sex scenes and Hartnett was almost immediately outed as the author.,F,"Hartnett wurde fast umgehend als Autorin des Buches geoutet, darin enthalten sind auch viele Sexszenen.",Das Buch enthält viele Sexszenen und Hartnett wurde fast sofort als Autor geoutet.,M,N,,
"He only completed two of the 21 races he entered, although more of these were due to mechanical failures than driver errors. <sep> ",1997 would be the last year Campos would spend as a professional driver.,M,1997 war für Campos das letzte Jahr als professioneller Fahrer.,"1997 war das letzte Jahr, das Campos als Berufskraftfahrer verbrachte.",M,Y,,
His neighbours question his authority and do not seem to think much of the Jesus they remember or his family. <sep> ,"Isn't this the carpenter (τέκτoν, tektōn)?",M,"Ist das nicht der Tischler (τέκτoν, tektōn)?","Ist das nicht der Zimmermann (τέκτoν, tektōn)?",M,Y,,
"Born to a working-class family in Cambuslang, Ure attended Rutherglen Academy until he was 15 years old. <sep> ","After leaving school Ure attended Motherwell Technical College and then began to work as an engineer, training at the National Engineering Laboratory (NEL), in nearby East Kilbride.",M,"Nachdem er die Schule verlassen hatte, besuchte Ure das Motherwell Technical College und begann dann eine Ausbildung als Ingenieur am National Engineering Laboratory (NEL), in der Nähe von East Kilbride.","Nach dem Schulabschluss besuchte Ure das Motherwell Technical College und begann dann als Ingenieur zu arbeiten, wobei er am National Engineering Laboratory (NEL) im nahe gelegenen East Kilbride ausgebildet wurde.",M,Y,,
The director produces the play in the way he envisages how it ought to be seen as he interprets what the playwright intended within the drama; he takes care of the effectiveness of the rehearsals of the actors; and coordinates the work of designers and technicians in the production. <sep> ,"The stage manager has to work with the director, and ascertain whether both the director's objectives and the perceptions of the stage designers are compatible and realistic.",M,"Der Stage Manager muss mit dem Regisseur zusammenarbeiten und sicherstellen, dass die Ziele des Regisseurs und die Vorstellungen der Bühnen-Designer kompatibel und realistisch sind.","Der Bühnenmeister muss mit dem Regisseur zusammenarbeiten und feststellen, ob sowohl die Ziele des Regisseurs als auch die Vorstellungen der Bühnenbildner kompatibel und realistisch sind.",M,Y,,
"Whilst still hugely popular with both the club's fans and his own players, Bassett resigned from the club in June 1987, after chairman Sam Hammam attempted to insert a clause into Bassett's contract that would allow Hammam to veto Bassett's team selections. <sep> ",Bassett's reign as Watford manager was short-lived.,M,Bassetts Episode als der Manager von Watford war nur kurzlebig.,Bassetts Regierungszeit als Watford-Manager war nur von kurzer Dauer.,M,Y,,
"Mashburn, who averaged 20.8 points per game in 2003–04, is one of only six players since 1970 to have averaged at least 20 points per game in his final NBA season. <sep> ","Since retiring from basketball, Mashburn has worked for ESPN as an analyst and launched a number of successful business ventures.",M,"Nach seiner Karriere als Basketballer, arbeitete Mashburn für ESPN als Analyst und gründete eine Reihe erfolgreicher Unternehmen.","Seit er sich vom Basketball zurückgezogen hat, hat Mashburn als Analyst für ESPN gearbeitet und eine Reihe erfolgreicher Geschäftsvorhaben gestartet.",M,Y,,
"While in college, he was a member of the Young Americans for Freedom. <sep> ","After graduating from college, Souder worked as a marketing manager and small business owner.",M,"Nach dem Abschluss an der Universität, arbeitete Souder als Marketing-Manager und Eigentümer eines kleinen Unternehmens.",Nach seinem College-Abschluss arbeitete Souder als Marketingmanager und Kleinunternehmer.,M,Y,,
"In football, as a senior, he was a Football News All-Independent first team selection, and registered 74 knockdown blocks. <sep> ","Thrust into a starting role immediately upon being drafted, Petitgout played left guard and right tackle before settling as the Giants' left tackle in 2002.",M,"Petitgout wurde direkt nach seinem Draft in eine Rolle gedrängt und spielte als linker Guard und rechter Tackle, bevor er im Jahr 2002 linker Tackle bei den Giants wurde.","Petitgout wurde sofort nach seiner Einberufung in eine Startrolle versetzt und spielte Left Guard und Right Tackle, bevor er sich 2002 als Left Tackle der Giants niederließ.",N/D,Y,,
"The ROC crest and cap badge depict a 16th-century soldier holding aloft a flaming torch while shielding his eyes with his free hand, as though looking towards a distant place or object. <sep> ","Uniform tunic buttons, lapel badges and the reverse of the ROC Medal also depict the soldier in the same pose while standing beside a coastal signal fire or warning beacon, with a chain of lit beacons extending along the coastline into the far distance.",M,"Uniformknöpfe, Reversabzeichen und die Rückseite der ROC-Medaille zeigen den Soldaten in derselben Pose neben einem Signalfeuer der Küste oder einer Warnbake, während sich eine Reihe von leuchtenden Baken entlang der Küstenlinie bis weit in die Ferne erstreckt.","Uniformknöpfe, Reversabzeichen und die Rückseite der ROC-Medaille zeigen auch den Soldaten in derselben Pose, während er neben einem Signalfeuer oder Warnfeuer an der Küste steht, wobei sich eine Kette beleuchteter Leuchtfeuer entlang der Küste bis in die Ferne erstreckt.",M,Y,,
"In Western Australia, in the Marsh v Baxter case, a GM canola farmer was sued by his organic neighbour because GM canola contamination led to the loss of organic certification. <sep> ","Although the facts of the case and the losses to the organic farmer were agreed between the parties, the judge did not find the GM farmer liable for the losses.",M,"Obwohl die Parteien in Bezug auf den Fall und die Verluste des Bio-Farmers übereinstimmten, entschied der Richter, der GM-Farmer sei für die Verluste nicht haftbar.","Obwohl der Sachverhalt und die Schäden des Biobauern zwischen den Parteien abgesprochen waren, sah der Richter den GVO-Bauern nicht für die Schäden haftbar.",M,Y,,
"At the University of Hull, he gained a BSc in Economics in 1954 during a two-year break from the Ministry of Power. <sep> ",Dearing joined the civil service as a 16-year-old clerical officer in 1946.,M,Dearing trat 1946 in den öffentlichen Dienst als 16 Jahre alter Büroangestellter ein.,Dearing trat 1946 als 16-jähriger Beamter in den Staatsdienst ein.,M,Y,,
